-0.10,-0.24,0.96-0.10,-0.24,0.96-0.09,-0.24,0.95-0.08,-0.25,0.95-0.08,-0.25,0.95-0.07,-0.24,0.94-0.07,-0.24,0.93-0.07,-0.23,0.93-0.07,-0.23,0.92-0.06,-0.22,0.91-0.04,-0.24,0.91-0.03,-0.26,0.91-0.04,-0.27,0.92-0.04,-0.29,0.93-0.04,-0.29,0.94-0.03,-0.28,0.93-0.07,-0.28,0.93-0.08,-0.32,0.93-0.07,-0.35,0.95-0.09,-0.34,0.97-0.10,-0.33,0.98-0.10,-0.34,0.99-0.09,-0.36,0.98-0.08,-0.37,0.98-0.08,-0.38,0.98-0.09,-0.38,0.98-0.10,-0.37,0.97-0.08,-0.39,0.90-0.08,-0.38,0.89-0.08,-0.38,0.88-0.08,-0.39,0.87-0.08,-0.41,0.86-0.09,-0.42,0.86-0.09,-0.43,0.87-0.08,-0.44,0.88-0.07,-0.43,0.89-0.08,-0.41,0.90-0.09,-0.38,0.91-0.09,-0.37,0.90-0.09,-0.38,0.91-0.09,-0.39,0.91-0.09,-0.40,0.91-0.10,-0.41,0.91-0.11,-0.41,0.91-0.11,-0.40,0.91-0.11,-0.40,0.92,-0.671,-8.323,-1.524,0
-0.10,-0.41,0.86,1.555,-7.835,0.183,0
-0.08,-0.44,1.04,1.494,-6.372,1.189,0
-0.10,-0.40,0.95,1.372,-5.122,1.829,0
-0.09,-0.39,0.92,0.793,-3.841,2.012,0
-0.10,-0.39,0.95,-0.030,-2.896,1.616,0
-0.10,-0.41,1.00,-0.213,-2.317,0.732,0
-0.08,-0.44,0.98,0.732,-0.884,0.152,0
-0.06,-0.43,0.86,1.921,0.457,0.030,0
-0.10,-0.39,0.92,0.854,-0.274,-0.396,0
-0.10,-0.44,0.93,0.976,1.768,-0.823,0
-0.07,-0.39,0.88,0.671,1.037,-0.549,0
-0.11,-0.44,0.93,1.677,2.744,-0.671,0
-0.06,-0.40,0.87,1.707,1.677,-0.213,0
-0.10,-0.44,0.94,1.829,3.140,-0.244,0
-0.05,-0.39,0.88,0.945,1.677,0.061,0
-0.10,-0.44,0.93,1.220,2.866,-0.183,0
-0.05,-0.39,0.88-0.09,-0.44,0.93,1.128,1.433,0.030,70
-0.06,-0.40,0.88,1.829,2.470,-0.091,70
-0.09,-0.44,0.93,1.433,0.854,0.671,70
-0.06,-0.39,0.90,1.829,2.104,1.006,70
-0.08,-0.43,0.90,1.006,0.976,1.311,70
-0.12,-0.40,0.95,0.915,2.622,1.006,70
-0.01,-0.38,0.89,-0.610,1.707,-0.244,70
-0.12,-0.42,0.88,-1.829,0.335,-1.006,70
-0.18,-0.41,0.95,-2.073,0.610,-2.073,70
-0.04,-0.38,0.93,-2.439,0.945,-2.683,70
-0.04,-0.37,0.88,-3.262,1.220,-1.128,70
-0.17,-0.37,0.90,-4.177,2.591,1.921,70
-0.12,-0.33,0.92,-5.457,3.232,3.963,70
-0.02,-0.31,0.87,-6.829,1.890,4.848,70
-0.13,-0.36,0.86,-6.585,0.122,5.549,70
-0.20,-0.39,0.94,-4.756,-1.433,5.488,70
-0.07,-0.37,0.95,-3.567,-3.659,4.421,70
-0.05,-0.37,0.90,-3.933,-6.982,3.293,70
-0.18,-0.39,0.91,-5.061,-9.207,2.805,70
-0.17,-0.36,0.94,-5.854,-9.390,2.774,70
-0.05,-0.32,0.89,-6.189,-9.421,2.927,70
-0.12,-0.35,0.83,-5.793,-9.390,3.537,70
-0.24,-0.39,0.84,-4.604,-8.384,3.628,70
-0.22,-0.40,0.88,-4.146,-7.957,3.079,70
-0.10,-0.42,0.81,-4.268,-8.628,2.622,70
-0.12,-0.44,0.95,-2.561,-8.628,3.171,70
-0.12,-0.39,0.86,-2.774,-8.872,3.750,70
-0.10,-0.37,0.87,-2.256,-8.841,4.177,70
-0.09,-0.40,0.85,-4.177,-7.774,4.665,70
-0.11,-0.40,0.86,-6.585,-8.354,6.006,70
-0.14,-0.45,0.86,-8.049,-11.433,6.738,70
-0.13,-0.50,0.89,-6.738,-16.311,6.646,70
-0.10,-0.54,0.91,-2.774,-19.756,5.610,70
-0.07,-0.54,0.92,0.488,-21.494,3.963,70
-0.06,-0.50,0.92,-0.244,-23.628,1.829,70
-0.07,-0.48,0.91,-5.457,-26.921,0.396,70
-0.06,-0.49,0.91,-10.061,-32.043,0.732,70
-0.04,-0.53,0.92,-7.378,-36.067,2.988,70
-0.03,-0.54,0.94,1.890,-37.134,5.640,70
-0.01,-0.52,0.98,9.299,-35.945,7.348,70
0.04,-0.51,1.01,7.591,-33.506,9.421,70
0.09,-0.52,1.00,1.555,-29.177,14.512,70
0.10,-0.48,0.96,-1.799,-22.012,20.152,70
0.06,-0.41,0.91,-2.805,-14.695,20.183,70
0.01,-0.36,0.85,-5.640,-9.299,12.104,70
-0.02,-0.36,0.81,-12.530,-5.671,1.372,70
-0.05,-0.40,0.78,-20.884,-3.963,-5.335,70
-0.06,-0.46,0.75,-25.640,-6.159,-6.738,70
-0.06,-0.53,0.75,-21.433,-9.634,-5.457,70
-0.04,-0.58,0.78,-7.409,-12.348,-4.177,70
-0.02,-0.56,0.82,10.640,-12.470,-4.085,70
-0.01,-0.51,0.85,22.378,-11.037,-4.909,70
0.00,-0.47,0.87,24.085,-11.159,-5.091,70
0.03,-0.44,0.89,19.421,-12.043,-4.970,70
0.05,-0.43,0.90,13.933,-10.915,-5.823,70
0.06,-0.42,0.90,10.274,-8.811,-7.927,70
0.05,-0.41,0.90,6.646,-7.134,-10.976,70
0.02,-0.42,0.90,0.030,-6.921,-13.902,70
0.01,-0.46,0.89,-6.341,-7.805,-15.488,70
0.01,-0.50,0.89,-8.232,-8.659,-14.756,70
0.00,-0.52,0.90,-5.061,-10.061,-13.018,70
0.00,-0.52,0.92,-1.311,-12.134,-12.409,70
0.02,-0.52,0.96,-0.793,-14.848,-14.329,70
0.05,-0.55,1.01,-1.677,-17.957,-17.774,70
0.08,-0.58,1.08,-2.713,-21.128,-21.280,70
0.13,-0.60,1.13,-5.305,-24.665,-25.518,70
0.17,-0.61,1.17,-10.335,-27.134,-29.116,70
